Date,Price,Signal,Context,Conviction,Regime,Stop_Loss,Take_Profit,Position_%,R:R,Zone,FVGs,Sweeps,Structure,SMT,Reasons,Smart_Money_Reasons,Warnings
2025-09-23,597.43,HOLD,Mean Reversion / Reversal,0.317,Uptrend,579.51,627.3,0.0000,0.0,premium,9,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (69.1) | Bearish: Stochastic overbought (86) | Bearish: MFI overbought (82) — institutional selling | Bullish: OBV above its moving average | Bullish: Walking upper Bollinger Band | Bullish: Near S1 support (598),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.32 < 0.40
2025-09-24,595.33,LEAN BUY,Fair Value Gap Entry,0.627,Uptrend,583.59,618.8,0.3500,2.0,premium,9,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (65.9) | Bullish: OBV above its moving average | Bullish: Near S1 support (595),[FVG ENTRY] Price filling into bullish FVG (gap: $590-$594) | [P/D] Price in PREMIUM zone — favorable for shorts,
2025-09-25,592.77,LEAN BUY,Fair Value Gap Entry,0.429,Uptrend,580.79,616.73,0.3500,2.0,premium,9,0,0,0,Bullish: Price above EMA 9/21 stack | Bearish: Price below Parabolic SAR | Lean Bearish: RSI elevated (62.0) | Bullish: OBV above its moving average | Bullish: Near S1 support (592),[FVG] Bearish Fair Value Gap formed (0.3x ATR) | [FVG ENTRY] Price filling into bullish FVG (gap: $590-$594) | [P/D] Price in PREMIUM zone — favorable for shorts,
2025-09-26,595.2,HOLD,Fair Value Gap Entry,0.301,Uptrend,577.34,624.96,0.0000,0.0,premium,9,0,0,0,Bullish: Price above EMA 9/21 stack | Bearish: Price below Parabolic SAR | Lean Bearish: RSI elevated (64.2) | Bullish: OBV above its moving average | Bullish Pattern: Hammer | Bearish: Near R1 resistance (596),[FVG ENTRY] Price filling into bearish FVG (gap: $594-$596) | [P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.30 < 0.34
2025-09-29,597.96,HOLD,Mean Reversion / Reversal,0.282,Uptrend,580.02,627.86,0.0000,0.0,premium,8,0,0,0,Bullish: Price above EMA 9/21 stack | Bearish: Price below Parabolic SAR | Lean Bearish: RSI elevated (66.5) | Bearish: Stochastic overbought (83) | Bullish: OBV above its moving average | Neutral Pattern: Doji | Bearish: Near R1 resistance (597),[FVG] Bullish Fair Value Gap formed (0.4x ATR) | [P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.28 < 0.40
2025-09-30,599.6,LEAN BUY,Fair Value Gap Entry,0.346,Uptrend,587.9,623.0,0.3500,2.0,premium,9,0,0,0,Bullish: Price above EMA 9/21 stack | Bearish: Price below Parabolic SAR | Lean Bearish: RSI elevated (67.8) | Bearish: Stochastic overbought (89) | Bullish: OBV above its moving average | Bullish Pattern: Bullish Engulfing | Bearish: Near R1 resistance (601),[FVG ENTRY] Price filling into bullish FVG (gap: $594-$597) | [P/D] Price in PREMIUM zone — favorable for shorts,
2025-10-01,602.47,HOLD,Break of Structure,0.232,Uptrend,584.4,632.59,0.0000,0.0,premium,8,0,1,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: RSI overbought at 70.0 | Bearish: Stochastic overbought (97) | Bullish: OBV above its moving average | Bearish: Near R1 resistance (601),[STRUCTURE] Bullish BOS — broke above $602.09 | [P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.23 < 0.40
2025-10-02,604.95,HOLD,Mean Reversion / Reversal,0.386,Uptrend,586.8,635.2,0.0000,0.0,premium,8,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: RSI overbought at 71.9 | Bearish: Stochastic overbought (94) | Bullish: OBV above its moving average | Bearish Pattern: Hanging Man | Bearish: Near R1 resistance (605),[FVG] Bullish Fair Value Gap formed (0.4x ATR) | [P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.39 < 0.40
2025-10-03,602.4,LEAN BUY,Fair Value Gap Entry,0.392,Uptrend,590.71,625.79,0.3500,2.0,premium,9,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (67.3) | Bearish: RSI negative divergence | Bearish: Stochastic overbought (82) | Bullish: OBV above its moving average | Bullish: Near S1 support (603),[FVG ENTRY] Price filling into bullish FVG (gap: $600-$602) | [P/D] Price in PREMIUM zone — favorable for shorts,
2025-10-06,606.93,HOLD,Mean Reversion / Reversal,0.312,Uptrend,588.72,637.28,0.0000,0.0,premium,8,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: RSI overbought at 70.8 | Bearish: Stochastic overbought (94) | Bullish: OBV above its moving average | Bearish: Near R1 resistance (606),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.31 < 0.40
2025-10-07,603.73,HOLD,Trend Continuation,0.179,Uptrend,585.62,633.92,0.0000,0.0,premium,8,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (65.5) | Bearish: RSI negative divergence | Bullish: OBV above its moving average | Bearish Pattern: Three Black Crows | Bullish: Near S1 support (605),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.18 < 0.40
2025-10-08,610.65,LEAN SELL,Mean Reversion / Reversal,0.22,Uptrend,622.69,586.56,0.3500,2.0,premium,8,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: RSI overbought at 70.7 | Bearish: RSI negative divergence | Bearish: Stochastic overbought (99) | Bullish: OBV above its moving average | Bearish: Near R1 resistance (608),[P/D] Price in PREMIUM zone — favorable for shorts,DISCIPLINE: Selling against uptrend
2025-10-09,609.91,HOLD,Mean Reversion / Reversal,0.332,Uptrend,591.61,640.41,0.0000,0.0,premium,8,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (69.5) | Bearish: RSI negative divergence | Bearish: Stochastic overbought (95) | Bullish: OBV above its moving average | Bearish Pattern: Hanging Man,[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.33 < 0.40
2025-10-10,588.74,SELL,Multi-System Confluence,0.696,Uptrend,603.11,559.99,0.3500,2.0,equilibrium,8,1,0,1,Bearish: Price below Parabolic SAR | Bearish: MACD histogram crossed below zero | Bearish: MACD bearish crossover | Bullish: Stochastic oversold (4) | Bearish: Volume surge (1.8x avg) on down day | Bearish: OBV below its moving average | Bearish Pattern: Evening Star,"[SWEEP] Bearish liquidity sweep — swept $602.09 highs, reversed to $588.74 (strength: 1.00) | [DISPLACEMENT] Bearish displacement candle (3.0x ATR body) | [SMT] Bearish divergence: Price HH but RSI lower high, OBV lower high (str: 0.80)",DISCIPLINE: Selling against uptrend
2025-10-13,601.24,LEAN SELL,Standard Technical Signal,0.307,Uptrend,616.51,570.71,0.3500,2.0,premium,8,1,0,0,Bearish: Price below Parabolic SAR | Bearish: RSI negative divergence | Bullish: OBV above its moving average | Bearish: Near R1 resistance (605),[FVG] Bearish Fair Value Gap formed (0.6x ATR) | [P/D] Price in PREMIUM zone — favorable for shorts,DISCIPLINE: Selling against uptrend
2025-10-14,597.23,LEAN SELL,Standard Technical Signal,0.251,Uptrend,613.2,565.3,0.3500,2.0,premium,9,1,0,0,Bearish: Price below Parabolic SAR | Bearish: RSI negative divergence | Bearish: OBV below its moving average | Bullish: Near S1 support (598),[P/D] Price in PREMIUM zone — favorable for shorts,DISCIPLINE: Selling against uptrend
2025-10-15,601.45,LEAN SELL,Liquidity Sweep Reversal,0.558,Uptrend,617.81,568.72,0.3500,2.0,premium,9,2,0,0,Bullish: Price above EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bearish: RSI negative divergence | Bullish: OBV above its moving average | Bearish Pattern: Evening Star | Bearish: Near R1 resistance (603),"[FVG ENTRY] Price filling into bearish FVG (gap: $602-$607) | [SWEEP] Bearish liquidity sweep — swept $602.09 highs, reversed to $601.45 (strength: 0.79) | [P/D] Price in PREMIUM zone — favorable for shorts",DISCIPLINE: Selling against uptrend
2025-10-16,599.22,LEAN SELL,Liquidity Sweep Reversal,0.573,Uptrend,616.24,565.17,0.3500,2.0,premium,8,3,0,0,Bearish: Price below Parabolic SAR | Bearish: RSI negative divergence | Bearish: OBV below its moving average | Bearish Pattern: Evening Star | Bullish: Near S1 support (596),"[SWEEP] Bearish liquidity sweep — swept $602.09 highs, reversed to $599.22 (strength: 0.87) | [P/D] Price in PREMIUM zone — favorable for shorts",DISCIPLINE: Selling against uptrend
2025-10-17,603.15,HOLD,Trend Continuation,0.31,Uptrend,585.06,633.31,0.0000,0.0,premium,8,3,0,0,Bullish: Price above EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bearish: RSI negative divergence | Bullish: OBV above its moving average | Bearish: Near R1 resistance (606),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.31 < 0.40
2025-10-20,610.75,HOLD,Mean Reversion / Reversal,0.312,Uptrend,592.43,641.29,0.0000,0.0,premium,8,2,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (61.0) | Bearish: RSI negative divergence | Bearish: Stochastic overbought (93) | Bullish: OBV above its moving average | Bearish: Near R1 resistance (607),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.31 < 0.40
2025-10-21,610.59,LEAN SELL,Order Block Entry,0.308,Uptrend,627.0,577.76,0.3500,2.0,premium,8,2,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (60.8) | Bearish: RSI negative divergence | Bearish: Stochastic overbought (93) | Bullish: OBV above its moving average | Neutral Pattern: Doji | Bullish: Near S1 support (607) | Bearish: Near R1 resistance (613),[FVG] Bullish Fair Value Gap formed (0.5x ATR) | [ORDER BLOCK] Testing bearish OB at $605-$611 (displacement: 3.0x ATR) | [P/D] Price in PREMIUM zone — favorable for shorts,DISCIPLINE: Selling against uptrend
2025-10-22,604.71,HOLD,Trend Continuation,0.145,Uptrend,586.57,634.95,0.0000,0.0,premium,9,2,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: OBV below its moving average | Bearish Pattern: Evening Star | Bullish: Near S1 support (609),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.14 < 0.40
2025-10-23,609.79,LEAN SELL,Mean Reversion / Reversal,0.205,Uptrend,626.47,576.44,0.3500,2.0,premium,8,1,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: RSI negative divergence | Bearish: Stochastic overbought (89) | Bearish: OBV below its moving average | Bearish: Near R1 resistance (611),[P/D] Price in PREMIUM zone — favorable for shorts,DISCIPLINE: Selling against uptrend
2025-10-24,616.31,LEAN BUY,Break of Structure,0.49,Uptrend,599.71,649.52,0.3500,2.0,premium,8,0,1,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (62.8) | Bearish: RSI negative divergence | Bullish: MACD histogram crossed above zero | Bullish: MACD bullish crossover | Bearish: Stochastic overbought (96) | Bullish: OBV above its moving average | Bearish: Price at upper Bollinger Band | Bearish: Near R1 resistance (612),[FVG] Bullish Fair Value Gap formed (0.4x ATR) | [STRUCTURE] Bullish BOS — broke above $612.39 | [P/D] Price in PREMIUM zone — favorable for shorts,
2025-10-27,627.28,LEAN BUY,Mean Reversion / Reversal,0.509,Uptrend,610.23,661.38,0.3500,2.0,premium,9,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (68.4) | Bearish: Stochastic overbought (99) | Bullish: OBV above its moving average | Bearish: Price at upper Bollinger Band | Bullish: Walking upper Bollinger Band | Bullish Pattern: Three White Soldiers,[FVG] Bullish Fair Value Gap formed (1.5x ATR) | [P/D] Price in PREMIUM zone — favorable for shorts,
2025-10-28,632.11,HOLD,Mean Reversion / Reversal,0.302,Uptrend,613.15,663.72,0.0000,0.0,premium,10,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: RSI overbought at 70.5 | Bearish: RSI negative divergence | Bearish: Stochastic overbought (96) | Bullish: OBV above its moving average | Bearish: Price at upper Bollinger Band | Bullish: Walking upper Bollinger Band | Bullish Pattern: Three White Soldiers | Bearish: Near R1 resistance (629),[FVG] Bullish Fair Value Gap formed (1.3x ATR) | [P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.30 < 0.40
2025-10-29,634.95,HOLD,Mean Reversion / Reversal,0.346,Uptrend,615.9,666.7,0.0000,0.0,premium,11,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: RSI overbought at 71.7 | Bearish: Stochastic overbought (97) | Bullish: OBV above its moving average | Bearish: Price at upper Bollinger Band | Bullish: Walking upper Bollinger Band | Neutral Pattern: Doji | Bearish: Near R1 resistance (635),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.35 < 0.40
2025-10-30,625.24,LEAN BUY,Fair Value Gap Entry,0.556,Uptrend,608.48,658.76,0.3500,2.0,premium,11,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (62.4) | Bullish: OBV above its moving average | Bullish: Walking upper Bollinger Band | Bearish Pattern: Evening Star | Bullish: Near S2 strong support (627),[FVG ENTRY] Price filling into bullish FVG (gap: $618-$628) | [P/D] Price in PREMIUM zone — favorable for shorts,
2025-10-31,628.26,HOLD,Fair Value Gap Entry,0.334,Uptrend,609.41,659.67,0.0000,0.0,premium,11,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (64.0) | Bearish: Stochastic overbought (83) | Bullish: OBV above its moving average | Bearish: Near R1 resistance (630),[FVG ENTRY] Price filling into bullish FVG (gap: $618-$628) | [P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.33 < 0.34
2025-11-03,631.27,HOLD,Mean Reversion / Reversal,0.322,Uptrend,612.33,662.83,0.0000,0.0,premium,11,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (65.5) | Bearish: Stochastic overbought (88) | Bullish: OBV above its moving average | Bearish Pattern: Three Black Crows | Bearish: Near R1 resistance (632),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.32 < 0.40
2025-11-04,618.45,HOLD,Fair Value Gap Entry,0.156,Uptrend,599.9,649.37,0.0000,0.0,premium,11,0,0,0,Bullish: Price above Parabolic SAR | Bearish: RSI negative divergence | Bullish: OBV above its moving average | Bearish Pattern: Three Black Crows,[FVG ENTRY] Price filling into bullish FVG (gap: $611-$623) | [P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.16 < 0.34
2025-11-05,622.48,LEAN BUY,Fair Value Gap Entry,0.446,Uptrend,605.11,657.21,0.3500,2.0,premium,10,0,0,0,Bullish: Price above Parabolic SAR | Bullish: OBV above its moving average | Bullish Pattern: Bullish Engulfing | Bearish: Near R1 resistance (624),[FVG] Bearish Fair Value Gap formed (0.4x ATR) | [FVG ENTRY] Price filling into bullish FVG (gap: $611-$623) | [P/D] Price in PREMIUM zone — favorable for shorts,
2025-11-06,610.88,LEAN SELL,Liquidity Sweep Reversal,0.466,Uptrend,628.86,574.92,0.3500,2.0,premium,10,1,0,0,Bearish: Price below Parabolic SAR | Bearish: MACD histogram crossed below zero | Bearish: MACD bearish crossover | Bullish: OBV above its moving average | Bullish: Near S2 strong support (612),"[SWEEP] Bearish liquidity sweep — swept $612.39 highs, reversed to $610.88 (strength: 1.00) | [P/D] Price in PREMIUM zone — favorable for shorts",DISCIPLINE: Selling against uptrend
2025-11-07,608.96,HOLD,Standard Technical Signal,0.306,Uptrend,590.69,639.41,0.0000,0.0,equilibrium,9,1,0,0,Bearish: Price below Parabolic SAR | Bullish: OBV above its moving average | Bullish Pattern: Hammer | Bullish: Near S1 support (607),[FVG] Bearish Fair Value Gap formed (0.8x ATR),PATIENCE: Conviction 0.31 < 0.40
2025-11-10,622.43,HOLD,Trend Continuation,0.187,Uptrend,603.76,653.55,0.0000,0.0,premium,10,1,0,0,Bullish: Price above EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bearish: RSI negative divergence | Bullish: OBV above its moving average,[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.19 < 0.40
2025-11-11,620.77,HOLD,Trend Continuation,0.201,Uptrend,602.15,651.81,0.0000,0.0,premium,9,1,0,0,Bullish: Price above EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bearish: RSI negative divergence | Bullish: OBV above its moving average | Bullish: Near S1 support (618) | Bearish: Near R1 resistance (625),[FVG] Bullish Fair Value Gap formed (0.8x ATR) | [P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.20 < 0.40
2025-11-12,620.28,LEAN SELL,Trend Continuation,0.259,Uptrend,638.68,583.47,0.3500,2.0,premium,10,1,0,0,Bullish: Price above EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bearish: RSI negative divergence | Bearish: OBV below its moving average | Bearish Pattern: Evening Star | Bullish: Near S1 support (618) | Bearish: Near R1 resistance (623),[P/D] Price in PREMIUM zone — favorable for shorts,DISCIPLINE: Selling against uptrend
2025-11-13,607.62,LEAN SELL,Standard Technical Signal,0.332,Uptrend,626.85,569.16,0.3500,2.0,equilibrium,10,1,0,0,Bearish: Price below Parabolic SAR | Bearish: OBV below its moving average,,DISCIPLINE: Selling against uptrend
2025-11-14,608.08,LEAN SELL,Standard Technical Signal,0.343,Uptrend,628.25,567.75,0.3500,2.0,equilibrium,9,0,0,0,Bearish: Price below Parabolic SAR | Bearish: OBV below its moving average,[FVG] Bearish Fair Value Gap formed (0.4x ATR),DISCIPLINE: Selling against uptrend
2025-11-17,602.88,HOLD,Breakout,0.475,Sideways / Choppy,584.79,633.02,0.0000,0.0,equilibrium,10,0,0,0,Bearish: Price below EMA 9/21 stack | Bearish: Fresh EMA 9/21 death cross | Bearish: Price below Parabolic SAR | Bullish: Stochastic oversold (16) | Bearish: OBV below its moving average | Bullish: Near S1 support (599),,PATIENCE: Sideways chop — waiting
2025-11-18,595.54,HOLD,Mean Reversion / Reversal,0.249,Sideways / Choppy,577.67,625.32,0.0000,0.0,equilibrium,10,0,0,0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Lean Bullish: RSI approaching oversold (39.5) | Bullish: Stochastic oversold (11) | Bearish: OBV below its moving average | Bullish: Price at lower Bollinger Band | Bullish: Near S1 support (597),,PATIENCE: Conviction 0.25 < 0.40
2025-11-19,599.1,HOLD,Mean Reversion / Reversal,0.356,Sideways / Choppy,581.13,629.06,0.0000,0.0,equilibrium,10,0,0,0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Bullish: Stochastic oversold (19) | Bearish: OBV below its moving average | Bullish: OBV divergence (accumulation) | Bearish: Near R1 resistance (601),,PATIENCE: Conviction 0.36 < 0.40
2025-11-20,584.92,SELL,Multi-System Confluence,0.71,Sideways / Choppy,608.58,537.6,0.3500,2.0,equilibrium,10,0,1,0,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Lean Bullish: RSI approaching oversold (35.3) | Bullish: Stochastic oversold (2) | Bearish: Volume surge (1.8x avg) on down day | Bearish: OBV below its moving average | Bullish: Price at lower Bollinger Band | Bearish: Walking lower Bollinger Band | Bearish Pattern: Bearish Engulfing | Bullish: Near S2 strong support (588),[FVG ENTRY] Price filling into bearish FVG (gap: $613-$617) | [STRUCTURE] Bearish CHoCH — broke below $588.29 | [DISPLACEMENT] Bearish displacement candle (2.2x ATR body),
2025-11-21,589.31,HOLD,SMT Divergence,0.279,Sideways / Choppy,571.63,618.78,0.0000,0.0,equilibrium,10,0,0,1,Bearish: Price below EMA 9/21 stack | Bearish: Price below Parabolic SAR | Lean Bullish: RSI approaching oversold (38.7) | Bullish: Volume surge (1.5x avg) on up day | Bearish: OBV below its moving average,"[SMT] Bullish divergence: Price LL but OBV higher low, CVD higher low (str: 0.80)",PATIENCE: Conviction 0.28 < 0.34
2025-11-24,604.38,SELL,Standard Technical Signal,0.72,Sideways / Choppy,629.3,554.54,0.3500,2.0,equilibrium,10,0,0,0,Bearish: Price below Parabolic SAR | Bearish: OBV below its moving average | Bearish: Near R2 strong resistance (605),,
2025-11-25,608.11,LEAN BUY,Standard Technical Signal,0.431,Uptrend,583.12,658.08,0.3500,2.0,equilibrium,10,0,0,0,Bullish: Price above Parabolic SAR | Bullish: OBV above its moving average | Bullish Pattern: Three White Soldiers | Bearish: Near R1 resistance (609),,
2025-11-26,613.48,LEAN SELL,Fair Value Gap Entry,0.257,Uptrend,637.72,564.99,0.3500,2.0,premium,10,0,0,0,Bullish: Price above Parabolic SAR | Bullish: OBV above its moving average | Bearish: Near R1 resistance (613),[FVG] Bullish Fair Value Gap formed (0.3x ATR) | [FVG ENTRY] Price filling into bearish FVG (gap: $613-$617) | [P/D] Price in PREMIUM zone — favorable for shorts,DISCIPLINE: Selling against uptrend
2025-11-28,618.45,LEAN BUY,Mean Reversion / Reversal,0.625,Uptrend,595.22,664.91,0.3500,2.0,premium,10,0,0,0,Bullish: Price above Parabolic SAR | Bullish: MACD histogram crossed above zero | Bullish: MACD bullish crossover | Bearish: Stochastic overbought (87) | Low volume (0.4x avg) — weak conviction | Bullish: OBV above its moving average | Bullish: OBV divergence (accumulation) | Bullish Pattern: Three White Soldiers | Bearish: Near R1 resistance (616),[FVG] Bullish Fair Value Gap formed (0.4x ATR) | [P/D] Price in PREMIUM zone — favorable for shorts,
2025-12-01,616.38,BUY,Fair Value Gap Entry,0.719,Uptrend,593.82,661.5,0.3500,2.0,premium,11,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Fresh EMA 9/21 golden cross | Bullish: Price above Parabolic SAR | Bearish: Stochastic overbought (83) | Bullish: OBV above its moving average | Bullish Pattern: Three White Soldiers | Bullish: Near S1 support (616) | Bearish: Near R1 resistance (620),[FVG ENTRY] Price filling into bullish FVG (gap: $609-$615) | [P/D] Price in PREMIUM zone — favorable for shorts,
2025-12-02,621.2,HOLD,Mean Reversion / Reversal,0.34,Uptrend,602.56,652.26,0.0000,0.0,premium,10,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: Stochastic overbought (94) | Bullish: OBV above its moving average | Bullish Pattern: Three White Soldiers | Bearish: Near R1 resistance (619),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.34 < 0.40
2025-12-03,622.72,LEAN BUY,Mean Reversion / Reversal,0.433,Uptrend,601.51,665.13,0.3500,2.0,premium,10,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: Stochastic overbought (98) | Bullish: OBV above its moving average | Bullish Pattern: Three White Soldiers | Bullish: Near S1 support (618) | Bearish: Near R1 resistance (624),[P/D] Price in PREMIUM zone — favorable for shorts,
2025-12-04,622.14,HOLD,Mean Reversion / Reversal,0.288,Uptrend,603.48,653.25,0.0000,0.0,premium,10,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: Stochastic overbought (95) | Bullish: OBV above its moving average | Bullish: Near S1 support (619) | Bearish: Near R1 resistance (625),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.29 < 0.40
2025-12-05,624.68,HOLD,Fair Value Gap Entry,0.312,Uptrend,605.94,655.91,0.0000,0.0,premium,10,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: Stochastic overbought (93) | Bullish: OBV above its moving average | Bearish: Near R1 resistance (625),[FVG ENTRY] Price filling into bearish FVG (gap: $626-$629) | [P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.31 < 0.34
2025-12-08,623.48,HOLD,Mean Reversion / Reversal,0.19,Uptrend,604.78,654.65,0.0000,0.0,premium,9,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: Stochastic overbought (90) | Bullish: OBV above its moving average | Bearish Pattern: Bearish Engulfing | Bullish: Near S1 support (622) | Bearish: Near R1 resistance (628),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.19 < 0.40
2025-12-09,624.25,HOLD,Mean Reversion / Reversal,0.288,Uptrend,605.52,655.46,0.0000,0.0,premium,9,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: Stochastic overbought (92) | Bullish: OBV above its moving average | Bullish: Near S1 support (620) | Bearish: Near R1 resistance (627),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.29 < 0.40
2025-12-10,626.8,HOLD,Mean Reversion / Reversal,0.154,Uptrend,608.0,658.14,0.0000,0.0,premium,9,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Lean Bearish: RSI elevated (60.6) | Bearish: Stochastic overbought (97) | Bullish: OBV above its moving average | Bearish: Near R1 resistance (626),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.15 < 0.40
2025-12-11,624.78,HOLD,Mean Reversion / Reversal,0.268,Uptrend,606.04,656.02,0.0000,0.0,premium,9,0,0,0,Bullish: Price above EMA 9/21 stack | Bullish: Price above Parabolic SAR | Bearish: Stochastic overbought (93) | Bullish: OBV above its moving average | Bearish Pattern: Hanging Man | Bullish: Near S1 support (622),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.27 < 0.40
2025-12-12,612.83,HOLD,Standard Technical Signal,0.252,Uptrend,594.45,643.47,0.0000,0.0,premium,9,0,0,0,Bearish: Price below Parabolic SAR | Bullish: OBV above its moving average | Bearish Pattern: Evening Star | Bullish: Near S2 strong support (614),[P/D] Price in PREMIUM zone — favorable for shorts,PATIENCE: Conviction 0.25 < 0.40
2025-12-15,609.75,LEAN SELL,Fair Value Gap Entry,0.35,Sideways / Choppy,629.04,571.18,0.3500,2.0,equilibrium,9,0,0,0,Bearish: Price below Parabolic SAR | Bearish: MACD histogram crossed below zero | Bearish: MACD bearish crossover | Bearish: OBV below its moving average | Bullish: Near S1 support (608),[FVG ENTRY] Price filling into bullish FVG (gap: $606-$610),
2025-12-16,610.96,LEAN BUY,Fair Value Gap Entry,0.366,Sideways / Choppy,592.11,648.66,0.3500,2.0,equilibrium,9,0,0,0,Bearish: Price below Parabolic SAR | Bullish: OBV above its moving average | Bullish: Near S1 support (606) | Bearish: Near R1 resistance (615),[FVG ENTRY] Price filling into bullish FVG (gap: $606-$610),
2025-12-17,599.64,HOLD,Breakout,0.488,Sideways / Choppy,581.65,629.62,0.0000,0.0,equilibrium,8,0,0,0,Bearish: Price below EMA 9/21 stack | Bearish: Fresh EMA 9/21 death cross | Bearish: Price below Parabolic SAR | Lean Bullish: RSI approaching oversold (39.0) | Bullish: Stochastic oversold (0) | Bearish: OBV below its moving average | Bearish Pattern: Bearish Engulfing | Bullish: Near S2 strong support (603),,PATIENCE: Sideways chop — waiting
